date,temperature,tmin,tmax,precipitation,snow,wdir,windSpeed,wpgt,pres,tsun
2023-12-09,10.6,9,14,9.1,,220,26,,996.7,
2023-12-10,10.3,8,12,2.2,,234,22.6,,1001.4,
2023-12-11,10,7,11,0,,243,19.4,,1003.7,
2023-12-12,9.6,8,12,3.3,,200,10.9,,997.8,
2023-12-13,7.6,6,9,0.2,,309,16.6,,1003.3,
2023-12-14,6.3,4,8,0,,254,10.5,,1022.1,
2023-12-15,8,6,9,0,,236,10.9,,1035.9,
2023-12-16,10.2,7,11,0,,243,17.3,,1038.5,
2023-12-17,10.3,9,11,0,,234,19.9,,1034,
2023-12-18,11.3,10,13,0,,237,19.9,,1027.9,
2023-12-19,10.6,7,13,11.4,,266,16.6,,1020,
2023-12-20,8.7,6,11,0,,251,24.5,,1017.5,
2023-12-21,12.3,11,14,0,,267,31.2,,1007.4,
2023-12-22,11.2,10,12,0.2,,267,30.8,,1012.4,
2023-12-23,11,10,12,0,,255,26.8,,1012.6,
2023-12-24,13.6,11,15,1.1,,248,30.1,,1005.8,
2023-12-25,12.6,11,14,2.3,,246,21.5,,1007.1,
2023-12-26,8.3,6,11,0.1,,238,14.4,,1015.6,
2023-12-27,10.5,6,12,5.9,,188,21.7,,1006.7,
2023-12-28,12,11,13,0,,235,30.4,,1005.2,
2023-12-29,10.1,8,12,1.6,,248,24.4,,1007,
2023-12-30,10.1,7,12,2.1,,202,18.1,,1004.4,
2023-12-31,8.9,7,12,13.4,,217,24.2,,989.5,
2024-01-01,8.8,7,11,10.9,,220,19,,999.5,
2024-01-02,12,11,14,9.2,,230,26.4,,985.5,
2024-01-03,10.4,9,12,0.2,,247,21.4,,991.1,
2024-01-04,8.5,7,10,17,,217,14.6,,999.1,
2024-01-05,6.7,6,8,1.9,,296,17.5,,1001.8,
2024-01-06,5.8,5,6,0,,325,9.8,,1016.7,
2024-01-07,3.7,3,5,0,,17,11.3,,1027.5,
2024-01-08,2.7,2,3,1.2,,54,17.3,,1032,
2024-01-09,2.9,2,4,0,,65,23.3,,1031,
2024-01-10,2.7,0,6,0,,45,12.2,,1029.6,
2024-01-11,3,1,5,0,,21,8.6,,1036.7,
2024-01-12,5.4,4,6,0,,36,9.3,,1035.7,
2024-01-13,3.3,1,4,0,,259,10.8,,1025.2,
2024-01-14,4.4,3,6,0.5,,267,13.2,,1013,
2024-01-15,1.6,-1,3,0,,292,14.2,,1011.3,
2024-01-16,0.7,-2,5,0,,230,10,,1007.8,
2024-01-17,1.2,-1,3,0,,3,7,,993.6,
2024-01-18,-0.2,-4,3,0,,294,11.2,,1007.6,
2024-01-19,1.4,-2,6,0,,238,11.8,,1022.4,
2024-01-20,4.4,2,6,0,,207,15.9,,1023,
2024-01-21,9.8,5,13,3.2,,213,28.6,,1009.8,
2024-01-22,10.5,8,13,2.3,,244,30.3,,1008.5,
2024-01-23,9.8,6,14,1.8,,226,22.5,,1018.1,
2024-01-24,11.3,9,13,0,,250,29,,1023.7,
2024-01-25,10.1,6,13,0.1,,208,12.7,,1024.9,
2024-01-26,9.4,5,13,1.2,,249,21.3,,1027.7,
2024-01-27,5.7,3,9,0,,196,10.5,,1033,
2024-01-28,7.1,3,12,0,,145,8.4,,1023,
2024-01-29,10.8,9,12,0.2,,184,9.9,,1022.5,
2024-01-30,9.2,8,13,0,,264,16.2,,1028.1,
2024-01-31,9,7,12,0.3,,230,17.9,,1029.6,
2024-02-01,8,6,11,0.3,,273,12.6,,1032.8,
2024-02-02,10,6,14,0,,247,24,,1029.5,
2024-02-03,12.3,11,13,0,,248,22.2,,1027.1,
2024-02-04,12.2,11,14,0,,248,27.3,,1024.4,
2024-02-05,10.8,9,12,0,,243,28.7,,1019.4,
2024-02-06,12.8,12,14,4.7,,238,29.4,,1008.7,
2024-02-07,5.6,4,7,10.1,,79,10.3,,1005.5,
2024-02-08,7.9,5,12,15.7,,125,16.1,,991,
2024-02-09,11.5,11,13,6.1,,193,16.7,,978.3,
2024-02-10,9.8,8,12,4.2,,165,8.3,,983.5,
2024-02-11,8.8,7,11,3.7,,291,11.6,,991.2,
2024-02-12,7,4,10,0,,242,13.8,,1005.9,
2024-02-13,8.7,6,12,3.6,,209,15,,1011.8,
2024-02-14,12.8,12,14,1.5,,223,17.5,,1012.6,
2024-02-15,14,12,17,2.4,,202,10.7,,1008.8,
2024-02-16,12.1,11,13,1,,252,15.9,,1015.7,
2024-02-17,11.5,10,14,2.6,,213,13.8,,1028.9,
2024-02-18,12.3,11,15,18.1,,257,17.4,,1025.4,
2024-02-19,10.6,8,13,0,,258,17.7,,1029.6,
2024-02-20,9.5,7,12,0,,229,17.5,,1025.8,
2024-02-21,10.6,9,13,3.5,,219,20.4,,1006.5,
2024-02-22,8.7,5,13,10.7,,227,20.1,,985.1,
2024-02-23,6.2,4,10,2.1,,225,14,,987.2,
2024-02-24,5.3,2,9,0,,223,7.5,,995.3,
2024-02-25,5.2,1,9,4.2,,83,17,,996.2,
2024-02-26,6.8,5,8,1,,32,18.6,,1009.9,
2024-02-27,6.3,3,8,0,,278,9.9,,1020.7,
2024-02-28,9.5,7,12,0.6,,216,14.2,,1016.9,
2024-02-29,9.6,6,12,9.8,,236,14.4,,1004.2,
2024-03-01,5.9,3,9,6.7,,174,17,,993.6,
2024-03-02,6.4,4,9,1.8,,170,15.5,,992.5,
2024-03-03,6,3,10,0,,220,7.4,,1003.2,
2024-03-04,7.4,3,12,0.6,,160,12.5,,1009.2,
2024-03-05,7.9,6,10,2.7,,21,8.5,,1013.3,
2024-03-06,7.5,5,11,0,,57,9,,1021.5,
2024-03-07,7.6,6,10,0,,73,19.7,,1020.4,
2024-03-08,7.1,5,9,0,,70,21,,1007.3,
2024-03-09,9.4,7,12,0.6,,81,18.3,,995.2,
2024-03-10,8.5,8,9,5.3,,77,10.9,,995.8,
2024-03-11,7.8,7,9,3.5,,316,10.6,,1005.6,
2024-03-12,10.6,7,14,8.2,,226,13.5,,1011.5,
2024-03-13,12.2,11,14,0,,226,19.1,,1012.5,
2024-03-14,12.8,10,18,0.2,,212,15.6,,1007.1,
2024-03-15,12.8,10,15,1,,235,19.7,,1005.5,
2024-03-16,10.3,8,14,0.4,,186,11,,1019.5,
2024-03-17,12.3,10,15,6.9,,195,11.9,,1014.9,
2024-03-18,11.8,9,14,0,,223,13.6,,1015,
2024-03-19,11.9,11,13,0.1,,214,14.6,,1016.1,
2024-03-20,13.5,10,17,0.9,,256,7.4,,1018.8,
2024-03-21,12.3,8,16,0,,261,12.6,,1024.2,
2024-03-22,10.7,8,12,0,,262,16.4,,1017.5,
2024-03-23,7.8,5,10,2,,259,24.3,,1011.5,
2024-03-24,9.2,7,13,0,,267,21.2,,1009.8,
2024-03-25,9.1,6,12,0.5,,137,14.1,,1000.5,
2024-03-26,9.8,7,13,14.4,,94,12.6,,987.5,
2024-03-27,8.3,5.4,12,2.8,,167,17.8,,980.9,
2024-03-28,9,6,11,6.2,,186,25.8,,978.5,
2024-03-29,10.5,8,14,2.3,,199,18.1,,988.3,
2024-03-30,10.7,7,16,0.1,,136,9.3,,995.2,
2024-03-31,9.7,7,12,1.5,,68,15.9,,993.4,
2024-04-01,11,8,14,2.8,,212,14.8,,994.3,
2024-04-02,11.3,9,15,2.4,,210,16.6,,1001.9,
2024-04-03,12,10,14,1.8,,214,19.6,,1000.6,
2024-04-04,13,10,16,3.8,,224,20.2,,1003,
2024-04-05,14.6,13,17,7.3,,207,21.6,,1004.3,
2024-04-06,16.7,15,19,0.7,,181,23,,1002.5,
2024-04-07,14,12,16,0.2,,214,25.5,,1008.4,
2024-04-08,13,10,17,1.3,,163,13.7,,1004.5,
2024-04-09,10.5,9,13,0.2,,235,28.7,,1007.5,
2024-04-10,10.6,6,14,1.2,,219,19,,1025.4,
2024-04-11,15.1,13,19,0.1,,233,17.1,,1028.7,
2024-04-12,15.6,11,21,0,,233,19.5,,1028.5,
2024-04-13,16,12,21,0,,234,18.9,,1022.3,
2024-04-14,12.3,10,14,0,,265,17.3,,1022.3,
2024-04-15,10,8,12,3.7,,252,29.7,,1008.2,
2024-04-16,10.1,8,13,1.8,,303,22.6,,1012.5,
2024-04-17,8.3,6,11,1,,294,18.4,,1015.7,
2024-04-18,9.5,5,14,0.3,,298,15.3,,1021.3,
2024-04-19,10.4,8,14,1.7,,303,18.5,,1018.1,
2024-04-20,7.9,5,10,0,,345,14.3,,1028.1,
2024-04-21,8.3,5,11,0.3,,353,13.7,,1029.9,
2024-04-22,7.5,4,10,0.3,,346,9.3,,1028,
2024-04-23,8.1,6,11,1.1,,332,10.1,,1022.7,
2024-04-24,7.7,6,9,0.1,,330,12.2,,1016.6,
2024-04-25,8.3,5,12,3.2,,241,9.6,,1005.1,
2024-04-26,8.7,5,13,0,,62,9.6,,1003.8,
2024-04-27,8.5,6,11,5.8,,52,14.1,,1003,
2024-04-28,9.3,7,12,11.1,,272,13.4,,1004.3,
2024-04-29,11.9,8,16,0,,185,15.3,,1015,
2024-04-30,13.5,9,19,0,,112,14,,1011.4,
2024-05-01,15.2,11,20,0.3,,73,10.1,,1007,
2024-05-02,13.3,11,16,3.8,,297,12.9,,1001.7,
2024-05-03,11.1,9,13,11.6,,237,17.8,,1008.4,
2024-05-04,12.4,8,17,0.9,,177,9.7,,1010.7,
2024-05-05,13.3,8,18,0,,143,7.3,,1007.7,
2024-05-06,12.5,10,15,16.6,,23,6.2,,1008.2,
2024-05-07,14.7,11,19,0,,17,9.1,,1021.3,
2024-05-08,13.9,10,18,0,,98,9.7,,1028.8,
2024-05-09,16.8,11,23,0.1,,204,8.6,,1026.3,
2024-05-10,17,13,22,0,,82,12.3,,1023.4,
2024-05-11,15.3,11,21,0,,80,16.5,,1020.7,
2024-05-12,18.3,12,24,0,,85,14.8,,1012.7,
2024-05-13,16,13,18,0,,182,14,,1007,
2024-05-14,15.4,14,17,7,,132,13.4,,1001.5,
2024-05-15,16.4,13,20,0.9,,117,12.9,,1004.5,
2024-05-16,14.5,12,18,2.9,,282,7.1,,1005.1,
2024-05-17,16.7,11,21,0,,146,6,,1009.4,
2024-05-18,16.1,13,19,4.3,,357,7.7,,1012.9,
2024-05-19,16.9,12,23,0,,30,12,,1013.8,
2024-05-20,15.1,10,20,0.4,,37,11.2,,1013.6,
2024-05-21,13.7,12,15,5.4,,347,8.2,,1009.3,
2024-05-22,14.6,14,16,3.9,,240,17,,1006.5,
2024-05-23,15.3,13,19,0,,248,18.2,,1013.2,
2024-05-24,14.8,11,19,0,,222,9.3,,1018.2,
2024-05-25,15.9,10,20,0,,123,8.4,,1016.4,
2024-05-26,16,13,20,9.4,,178,15.3,,1011.6,
2024-05-27,13.8,12,17,1.1,,221,15.4,,1015,
2024-05-28,14.4,11,18,3.2,,201,15,,1012.3,
2024-05-29,16.7,14,20,0.5,,254,18.4,,1008.5,
2024-05-30,15,13,18,3.9,,301,17.6,,1010.2,
2024-05-31,13.2,12,14,3,,329,18.8,,1018.7,
2024-06-01,13.2,10,16,0,,342,14.5,,1025.1,
2024-06-02,16.2,11,23,0,,11,12.1,,1026.2,
2024-06-03,17.1,13,21,0,,308,9.1,,1020.8,
2024-06-04,17.6,13,21,1.5,,231,16,,1011.2,
2024-06-05,14.3,11,17,0,,279,13.7,,1013.7,
2024-06-06,15.1,11,19,0.2,,247,13,,1016.8,
2024-06-07,15.9,11,20,0.1,,240,15.8,,1017.9,
2024-06-08,15.5,12,19,0.3,,271,15.2,,1013.3,
2024-06-09,14.3,10,16,0,,271,14.1,,1012.6,
2024-06-10,12.6,11,15,5.7,,298,15.5,,1010.8,
2024-06-11,12.4,10,15,0.7,,315,10.1,,1018.2,
2024-06-12,13.3,10,16,0.2,,265,6.7,,1020.4,
2024-06-13,13.8,10,17,1.1,,197,15.1,,1012.8,
2024-06-14,15.4,12,19,2.1,,201,18.6,,1001,
2024-06-15,13.9,11,18,4.3,,217,20.1,,999.3,
2024-06-16,16.2,12,21,0.2,,227,18.5,,1002.2,
2024-06-17,17.5,12,23,0,,232,13.2,,1009.8,
2024-06-18,17.8,15,21,0.4,,10,8.8,,1014.1,
2024-06-19,15.6,13,20,0,,45,15.7,,1020.8,
2024-06-20,16.3,11,22,0,,70,12.8,,1019.8,
2024-06-21,18.5,13,25,0.3,,215,12.2,,1012.9,
2024-06-22,18.3,15,23,1.9,,243,14.9,,1012.8,
2024-06-23,19.5,14,24,0,,228,10.3,,1019.2,
2024-06-24,22.3,17,27,0,,140,9.3,,1018.9,
2024-06-25,22.4,16,28,0,,99,10,,1016,
2024-06-26,22.8,17,28,0,,54,8.6,,1011.8,
2024-06-27,21.2,17,24,0,,241,19.1,,1008.7,
2024-06-28,17.3,14,20,0,,243,19,,1015.3,
2024-06-29,18.9,13,24,0,,276,7.7,,1013.5,
2024-06-30,17.4,14,19,0.3,,309,11.9,,1012.8,
2024-07-01,17.2,15,20,0,,284,15.4,,1017.5,
2024-07-02,15.8,14,18,0.2,,306,12.4,,1017.6,
2024-07-03,16.1,13,19,2.5,,219,13.3,,1008.8,
2024-07-04,17.3,14,21,0.5,,257,24.2,,1008.7,
2024-07-05,17,13,22,18.3,,219,17,,1005.7,
2024-07-06,15.2,12,17,7.2,,247,21.8,,1001.9,
2024-07-07,15,12,18,12.5,,221,15.2,,1009.8,
2024-07-08,15.8,12,19,3.1,,185,10.9,,1014.8,
2024-07-09,17.5,15,19,9.4,,153,14.4,,1010.5,
2024-07-10,18.4,16,21,0.3,,217,17.9,,1012.2,
2024-07-11,18.5,14,23,0.1,,254,15.2,,1016.7,
2024-07-12,15.5,14,18,1.1,,8,13.3,,1016.6,
2024-07-13,16,13,20,0.6,,284,11.9,,1013.6,
2024-07-14,18,13,22,0,,232,11.6,,1011.6,
2024-07-15,17.9,14,22,4.4,,122,12.2,,1008,
2024-07-16,18.3,15,21,1.3,,246,14.7,,1009.3,
2024-07-17,19.6,15,24,0,,236,9,,1019.8,
2024-07-18,21.5,15,27,0,,149,8.6,,1020.1,
2024-07-19,24.5,17,31,0,,125,10.2,,1015.7,
2024-07-20,21,18,24,0,,219,13,,1008,
2024-07-21,20.8,18,24,0,,267,13.8,,1009.9,
2024-07-22,19.3,15,23,0.3,,216,17.7,,1014.5,
2024-07-23,20,17,23,1.5,,286,12.7,,1017.6,
2024-07-24,20.3,16,25,0.7,,146,13.1,,1019.8,
2024-07-25,18.1,16,20,2.4,,216,15.7,,1011.2,
2024-07-26,19.1,14,24,0,,237,15.7,,1010.6,
2024-07-27,19.1,15,23,0,,261,10.5,,1014.9,
2024-07-28,20.6,15,25,0,,110,8.6,,1024.3,
2024-07-29,21.5,15,27,0,,81,15.2,,1020.7,
2024-07-30,23.5,18,31,0,,66,11.8,,1016.5,
2024-07-31,22.3,18,28,0.2,,77,19,,1014.5,
2024-08-01,22,18,28,8.7,,71,11.5,,1012.6,
2024-08-02,22.4,19,28,0.2,,237,11.1,,1011.6,
2024-08-03,21.6,19,25,0.1,,244,16.7,,1011.2,
2024-08-04,19.1,16,24,0,,256,10.8,,1015,
2024-08-05,20.6,15,26,0,,220,14.4,,1012.3,
2024-08-06,20.3,18,24,1.8,,214,13.7,,1009.4,
2024-08-07,18.8,14,22,0,,232,16.6,,1012.1,
2024-08-08,18.6,15,22,0.3,,213,17.5,,1013.5,
2024-08-09,21.6,19,25,0,,243,22.4,,1013.7,
2024-08-10,20.5,16,26,0,,232,15.5,,1019.3,
2024-08-11,22.2,18,27,0,,80,16.9,,1019.4,
2024-08-12,25.3,19,33,0,,134,17.3,,1008.4,
2024-08-13,21.6,16,27,0.6,,229,14.8,,1009.1,
2024-08-14,21.4,19,25,0.4,,252,10,,1013.2,
2024-08-15,19.8,16,23,0,,227,19.2,,1014.5,
2024-08-16,20,16,25,0.4,,269,10.7,,1014.2,
2024-08-17,19.1,15,23,0,,279,10,,1013.3,
2024-08-18,19.6,15,24,0,,266,13.1,,1014.1,
2024-08-19,18.1,14,21,1,,222,12.4,,1015.4,
2024-08-20,20.3,17,23,0.3,,237,20.3,,1009.5,
2024-08-21,17.2,13,21,0,,236,19.9,,1016.4,
2024-08-22,18,16,20,2.9,,213,22.1,,1006.8,
2024-08-23,19.8,17,23,2.2,,229,23.7,,1003.9,
2024-08-24,15.8,14,18,11.7,,195,11.9,,1005.3,
2024-08-25,16.2,12,21,0,,229,20.1,,1017.8,
2024-08-26,18.8,16,23,0,,226,15.4,,1019.1,
2024-08-27,20.2,16,25,,,180,11.7,,,
2024-08-28,21.8,15,28,,,130,10.8,,,
2024-08-29,19.3,15,22,,,265,14.7,,,
2024-08-30,18,14,22,,,,11.1,,,
2024-08-31,17.8,16,20,,,55,17.9,,,
2024-09-01,20.7,17,26,,,69,14.2,,,
2024-09-02,20,19,21,,,165,11.4,,,
2024-09-03,19.3,17,24,,,251,12.6,,,
2024-09-04,17.5,15,19,,,335,9.8,,1016.5,
2024-09-05,17.2,14,20,1.6,,30,12.1,,1012.1,
2024-09-06,18.1,16,20,3.2,,245,9.6,,1009.9,
2024-09-07,17.5,15,20,0.4,,65,4.5,,1009.5,
2024-09-08,17.6,15,20,2.3,,154,7.6,,1004,
2024-09-09,16,15,17,0,,285,16.9,,1009.7,
2024-09-10,14.8,12,19,5.4,,241,20.6,,1008.3,
2024-09-11,12.1,10,15,0.6,,265,20.4,,1009.3,
2024-09-12,11.4,9,14,3.1,,297,15.3,,1016.3,
2024-09-13,11.9,7,17,0,,305,7.3,,1028,
2024-09-14,13.8,8,19,0,,222,10.1,,1030.2,
2024-09-15,15.3,11,20,0.4,,238,11.5,,1027,
2024-09-16,16.3,13,20,0,,11,10.3,,1028.6,
2024-09-17,16,11,21,0,,34,13.4,,1030.5,
2024-09-18,18.5,15,23,0,,44,16,,1027.8,
2024-09-19,19.5,16,25,0,,40,17.8,,1024.4,
2024-09-20,18.5,16,22,0.6,,51,17.5,,1020.7,
2024-09-21,18.8,16,23,0.1,,69,12.2,,1017.2,
2024-09-22,18.5,17,21,21,,88,10.5,,1011.3,
2024-09-23,17.2,16,20,13.5,,206,14.6,,1003.7,
2024-09-24,15.3,14,17,11.6,,263,13.6,,1003,
2024-09-25,14.3,11,17,10.1,,175,13.1,,998.3,
2024-09-26,15.1,13,18,16.8,,224,16,,986.7,
2024-09-27,12,10,14,5.8,,292,17.7,,1001,
2024-09-28,10.6,6,15,0,,252,9.3,,1023,
2024-09-29,11.3,8,15,5.9,,100,13.8,,1019.6,
2024-09-30,14.3,11,17,12.4,,203,24.7,,1002,
2024-10-01,13.1,12,14,6.5,,269,20.9,,1006.5,
2024-10-02,14.4,13,16,1.6,,15,14.2,,1013.3,
2024-10-03,12.3,10,15,0.3,,27,8,,1021,
2024-10-04,11.9,8,17,0,,52,3.6,,1021,
2024-10-05,12.8,9,17,0,,106,11.7,,1014.8,
2024-10-06,13.6,11,16,2,,118,14.5,,1000.4,
2024-10-07,15.1,12,19,4.5,,184,12.5,,997.3,
2024-10-08,15.3,13,18,3.7,,175,13.3,,992.4,
2024-10-09,14.5,13,16,0.3,,251,12,,987,
2024-10-10,10.9,9,13,0.3,,327,11.9,,1004.9,
2024-10-11,9,5,13,0,,211,7.3,,1016.1,
2024-10-12,11.3,8,16,1.8,,153,15.2,,1008.4,
2024-10-13,9,7,11,0,,235,12.4,,1017.6,
2024-10-14,10.6,8,12,12.5,,74,18.5,,1015.3,
2024-10-15,13.5,11,17,0,,87,16.6,,1013.5,
2024-10-16,17.7,14,22,4.8,,122,14.1,,1002.7,
2024-10-17,15.9,12,18,2.1,,229,10.4,,1009.3,
2024-10-18,12.8,9,17,0.3,,210,8.4,,1013.8,
2024-10-19,14.5,12,17,3.5,,203,11.9,,1011.3,
2024-10-20,14.9,12,18,3.3,,188,18.3,,1010.8,
2024-10-21,13.3,11,15,0.3,,218,11.5,,1020.4,
2024-10-22,12.9,10,17,0.2,,221,11.1,,1027.8,
2024-10-23,13.6,11,17,0.1,,181,7.8,,1030.9,
2024-10-24,13.2,9,18,0,,108,12.4,,1019.5,
2024-10-25,14.5,12,17,0,,128,10.7,,1013.9,
2024-10-26,12.4,10,15,0,,111,4.7,,1016,
2024-10-27,12,9,16,0,,231,7.4,,1021.4,
2024-10-28,14.3,12,16,0,,224,14.3,,1021.3,
2024-10-29,14.4,13,16,0.2,,254,7,,1024.2,
2024-10-30,13.2,11,15,0,,356,5.1,,1028.7,
2024-10-31,12.9,11,15,0,,290,4.5,,1026.8,
2024-11-01,12.5,12,13,0,,291,10.6,,1025.3,
2024-11-02,12.9,12,14,0,,70,12.4,,1030,
2024-11-03,12,11,13,0,,97,13.4,,1028.3,
2024-11-04,11.3,10,13,0,,95,12.5,,1025.2,
2024-11-05,10.9,10,12,0,,16,5.3,,1023.4,
2024-11-06,9.8,9,10,0,,92,5.7,,1030.7,
2024-11-07,10.3,9,12,0,,90,10.8,,1030.4,
2024-11-08,9.1,8,10,0,,95,10.9,,1025.4,
2024-11-09,8.3,8,9,0,,259,5.4,,1024.2,
2024-11-10,9.5,7,12,0,,235,6.5,,1028.1,
2024-11-11,10.2,7,13,0,,320,9.3,,1034.8,
2024-11-12,9.6,7,13,0,,10,13.8,,1035.4,
2024-11-13,9.5,8,11,0,,325,6.7,,1034.6,
2024-11-14,10,8,12,0.4,,13,7.5,,1031.4,
2024-11-15,8.5,6,10,0,,239,6.4,,1027.1,
2024-11-16,7.5,3.7,10.8,1.2,,245,11.2,,1018.9,
